taxonomy,kingdom,phylum,class,order,family,genus,species
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,NA
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;NA,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,NA
Bacteria;Cyanobacteria;Sericytochromatia;NA;NA;NA;NA,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Domibacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Agrococcus;NA,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;NA;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;NA,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Cloacibacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;ruckeri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,ruckeri
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Myroides;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Leadbetterella;NA,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;cryaerophilus,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,cryaerophilus
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;melonis,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,melonis
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_13;estertheticum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_13,estertheticum
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Bergeyella;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,NA
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;hisashii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,hisashii
Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Facklamia;NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,NA
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA;NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,NA,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,NA
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;Z20;NA,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,NA
Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;NA,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;p-2534-18B5_gut_group;NA;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-2534-18B5_gut_group,NA,NA
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;NA,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA;NA,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;NA;NA,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,NA,NA
Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;NA;NA;NA,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;NA,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,NA
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;NA,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,NA
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_UCG-001;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,NA
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;UCG-004;NA,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,NA
Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;NA;NA;NA,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;NA;NA;NA,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,NA
Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA,Bacteria,Firmicutes,Bacilli,RF39,NA,NA,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales_RF16_group;NA;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,NA,NA
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola;NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Paludicola,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus_Soleaferrea;NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,NA
Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Caloramator;NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Caloramator,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Soonwooa;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Soonwooa,NA
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;NA,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium;NA,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,NA
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Bogoriellaceae;NA;NA,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,NA,NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Gemmobacter;NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,NA
Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;NA;NA;NA,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Anaeroplasma;NA,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niabella;NA,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niabella,NA
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Anaerovibrio;NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Anaerovibrio,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Aquaspirillaceae;Rivicola;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Rivicola,NA
Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA;NA,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_NK3B31_group,NA
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,NA
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Dermacoccus;NA,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus,NA
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Anaerovibrio;NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Anaerovibrio,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Anaerovibrio;NA,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Anaerovibrio,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,NA
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;NA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;NA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;NA;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;NA,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Dechloromonas;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;NA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
Bacteria;WPS-2;NA;NA;NA;NA;NA,Bacteria,WPS-2,NA,NA,NA,NA,NA
Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA;NA,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;NA,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,NA
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;NA,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA
Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;NA,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,NA
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;NA,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;subflava,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,subflava
